As of Date,Fund,Trustee Fund Number,Trustee Fund Name,Donor Code,Donor Name ,Donor Agency,Fiscal Year of Agreement,Contributions Paid In (USD),Contributions Outstanding (USD),Total Contribution (USD),Status
09/12/2012,MISC,TF028648,PRINCE-USAID PHASE II,US,United States,United States Agency for International Development (USAID),2000,$450000.00,$0.00,$450000.00,LCLS
09/12/2012,MISC,TFM21169,PRIORITY HEALTH ISUES -- WHO/WB COLLABORATION,NO,Norway,Norway - Ministry of Foreign Affairs,2000,$770613.92,$0.00,$770613.92,LCLS
09/12/2012,MISC,TFM20918,PRIVATE PARTICIPATION IN INFRASTRUCTURE IN MENA,E1,European Commission/European Union,EU-Commission of the European Communities,2000,$996351.65,$0.00,$996351.65,LCLS
09/12/2012,MISC,TFM23231,PRIVATE SECTOR ADJ. & COMPETITIVE. PROJECT,BE,Belgium,Belgium Directorate General for Development Cooperation (DGDC),2000,$2567940.05,$0.00,$2567940.05,LCLS
09/12/2012,MISC,TFM21577,PRIVATE SECTOR ADJUSTMENT CREDIT,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$4700729.44,$0.00,$4700729.44,LCLS
09/12/2012,MISC,TFM20777,PRIVATE SECTOR COMPETITIVENESS PROJECT,AT,Austria,Austria - Federal Ministry for Foreign Affairs (plus MDC),2000,$376410.56,$0.00,$376410.56,LCLS
09/12/2012,MISC,TFM20812,PRIVATE SECTOR DEVELOPMENT I (NAT BANK OF MOLDOVA),NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$827328.38,$0.00,$827328.38,LCLS
09/12/2012,PPIAF,TF021748,PRIVATE/PUBLIC INFRASTRUCTURE FACILITY,GB,United Kingdom,United Kingdom - Department for International Development (DFID),2000,$44993511.95,$0.00,$44993511.95,LCLS
09/12/2012,MISC,TFM23375,PRIVATIZATION & INDUSTRIAL REFORM,DK,Denmark,Danish Ministry of Foreign Affairs (DANIDA),2000,$5575301.41,$0.00,$5575301.41,LCLS
09/12/2012,MISC,TFM24735,PRIVATIZATION & INDUSTRIAL REFORM CREDIT,SE,Sweden,Swedish International Development Cooperation Agency (SIDA),2000,$6303580.43,$0.00,$6303580.43,LCLS
09/12/2012,MISC,TFM23454,PRIVATIZATION AND BANK ACCOUNTING TECHNICAL ASSISTANCE,US,United States,United States Agency for International Development (USAID),2000,$158123.51,$0.00,$158123.51,LCLS
09/12/2012,MISC,TFM20813,PRIVATIZATION IN AFRICA,GB,United Kingdom,United Kingdom - Department for International Development (DFID),2000,$220521.81,$0.00,$220521.81,LCLS
09/12/2012,MISC,TFM20469,PRIVATIZATION OF NATURAL GAS DISTRIBUTION,CA,Canada,Canadian International Development  Agency (CIDA),2000,$365630.71,$0.00,$365630.71,LCLS
09/12/2012,DV-EDC,TF021429,Program for Development of Education in Africa,NO,Norway,Norway - Ministry of Foreign Affairs,2000,$42040902.25,$0.00,$42040902.25,LCLS
09/12/2012,MISC,TFM22485,PROGRAM TO PREVENT AIDS IN SSA,NO,Norway,Norway - Ministry of Foreign Affairs,2000,$204068.62,$0.00,$204068.62,LCLS
09/12/2012,MISC,TFM22495,PROGRAM TO PROMOTE GIRLS' EDUCATION I,NO,Norway,Norway - Ministry of Foreign Affairs,2000,$318857.22,$0.00,$318857.22,LCLS
09/12/2012,MISC,TFM22496,PROGRAM TO PROMOTE GIRLS' EDUCATION II,NO,Norway,Norway - Ministry of Foreign Affairs,2000,$711689.31,$0.00,$711689.31,LCLS
09/12/2012,MISC,TFM20120,PROPOSED AIDS PROJECT,SE,Sweden,Swedish International Development Cooperation Agency (SIDA),2000,$59199.62,$0.00,$59199.62,LCLS
09/12/2012,METAP,TF021130,PROTECTION OF ENVIRONMENT IN MEDITERRANEAN REGION,E1,European Commission/European Union,EU-Commission of the European Communities,2000,$6490607.12,$0.00,$6490607.12,LCLS
09/12/2012,CARBON,TF023446,Prototype Carbon Fund,CA,Canada,Canadian International Development  Agency (CIDA),2000,$6222833.23,$3553801.64,$9776634.87,ACTN
09/12/2012,CARBON,TF023446,Prototype Carbon Fund,FI,Finland,Finland - Ministry for Foreign Affairs,2000,$10000000.00,$0.00,$10000000.00,ACTN
09/12/2012,CARBON,TF023446,Prototype Carbon Fund,JP,Japan,Japan International Cooperation Agency (JICA),2000,$10000000.00,$0.00,$10000000.00,ACTN
09/12/2012,CARBON,TF023446,Prototype Carbon Fund,NL,Netherlands,"Netherlands - Ministry of Economic Affairs, Agriculture and Innovation",2000,$14751752.60,$0.00,$14751752.60,ACTN
09/12/2012,CARBON,TF023446,Prototype Carbon Fund,NO,Norway,Norway - Ministry of Foreign Affairs,2000,$9834501.36,$0.00,$9834501.36,ACTN
09/12/2012,CARBON,TF023446,Prototype Carbon Fund,SE,Sweden,"SWEDEN-MINISTRY OF INDUSTRY, EMPLOYMENT AND COMMUNICATIONS",2000,$10000000.00,$0.00,$10000000.00,ACTN
09/12/2012,CARBON,TF023446,Prototype Carbon Fund,X2,Private For Profit Entities,,2000,$3868162.51,$0.00,$3868162.51,ACTN
09/12/2012,CARBON,TF023446,Prototype Carbon Fund,X2,Private For Profit Entities,,2000,$4917250.67,$0.00,$4917250.67,ACTN
09/12/2012,CARBON,TF023446,Prototype Carbon Fund,X2,Private For Profit Entities,,2000,$4930730.32,$0.00,$4930730.32,ACTN
09/12/2012,CARBON,TF023446,Prototype Carbon Fund,X2,Private For Profit Entities,,2000,$4964725.30,$0.00,$4964725.30,ACTN
09/12/2012,CARBON,TF023446,Prototype Carbon Fund,X2,Private For Profit Entities,,2000,$5000000.00,$0.00,$5000000.00,ACTN
09/12/2012,CARBON,TF023446,Prototype Carbon Fund,X2,Private For Profit Entities,,2000,$5000000.00,$0.00,$5000000.00,ACTN
09/12/2012,CARBON,TF023446,Prototype Carbon Fund,X2,Private For Profit Entities,,2000,$5000000.00,$0.00,$5000000.00,ACTN
09/12/2012,CARBON,TF023446,Prototype Carbon Fund,X2,Private For Profit Entities,,2000,$6897689.57,$0.00,$6897689.57,ACTN
09/12/2012,CARBON,TF023446,Prototype Carbon Fund,X2,Private For Profit Entities,,2000,$7867601.41,$0.00,$7867601.41,ACTN
09/12/2012,CARBON,TF023446,Prototype Carbon Fund,X2,Private For Profit Entities,,2000,$8000000.00,$0.00,$8000000.00,ACTN
09/12/2012,CARBON,TF023446,Prototype Carbon Fund,X2,Private For Profit Entities,,2000,$9877510.33,$0.00,$9877510.33,ACTN
09/12/2012,CARBON,TF023446,Prototype Carbon Fund,X2,Private For Profit Entities,,2000,$10000000.00,$0.00,$10000000.00,ACTN
09/12/2012,CARBON,TF023446,Prototype Carbon Fund,X2,Private For Profit Entities,,2000,$10000000.00,$0.00,$10000000.00,ACTN
09/12/2012,CARBON,TF023446,Prototype Carbon Fund,X2,Private For Profit Entities,,2000,$10000000.00,$0.00,$10000000.00,ACTN
09/12/2012,MISC,TFM23150,PROVINCIAL PLANS FOR RURAL WATER & SANIT,CA,Canada,Canadian International Development  Agency (CIDA),2000,$2728474.13,$0.00,$2728474.13,LCLS
09/12/2012,MISC,TFM24920,PUBLIC ENTERPRISE SECTORAL ADJ. PROGRAM,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$4700729.44,$0.00,$4700729.44,LCLS
09/12/2012,MISC,TFM27430,PUBLIC ENTERPRISE SECTORAL ADJUSTMENT PR,BE,Belgium,Belgium Directorate General for Development Cooperation (DGDC),2000,$3081528.06,$0.00,$3081528.06,LCLS
09/12/2012,MISC,TFM27880,PUBLIC ENTERPRISES SECTOR REHABILITAION,CA,Canada,Canadian International Development  Agency (CIDA),2000,$338856.70,$0.00,$338856.70,LCLS
09/12/2012,MISC,TFM21515,PUBLIC INSTITUTIONAL DEV. PROJECT-SDA,NO,Norway,Norway - Ministry of Foreign Affairs,2000,$255085.77,$0.00,$255085.77,LCLS
09/12/2012,REIMB,TF028044,PUBLIC PROCUREMENT IN AFRICA,U1,UNITED NATIONS DEVELOPMENT PROGRAMME,UN-UNITED NATIONS DEVELOPMENT PROGRAMME (UNDP),2000,$24250.06,$0.00,$24250.06,LCLS
09/12/2012,MISC,TFM24820,PUBLIC SECTOR ADJUSTMENT PROGRAM,NO,Norway,Norway - Ministry of Foreign Affairs,2000,$2550857.73,$0.00,$2550857.73,LCLS
09/12/2012,MISC,TFM23301,PUBLIC SECTOR MANAGEMENT ADJUSTMENT,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$4585676.62,$0.00,$4585676.62,LCLS
09/12/2012,MISC,TFM20193,PUBLIC WORKS,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$1880291.77,$0.00,$1880291.77,LCLS
09/12/2012,WSP,TFM20980,PUBLIC. OF INFO. FOR WATER SUPPLY,GB,United Kingdom,United Kingdom - Department for International Development (DFID),2000,$252564.93,$0.00,$252564.93,LCLS
09/12/2012,PPIAF,TF023361,Public-Private Infrastructure Advisory Facility Trust Fund,CA,Canada,Canadian International Development  Agency (CIDA),2000,$500000.00,$0.00,$500000.00,LCLS
09/12/2012,PPIAF,TF023361,Public-Private Infrastructure Advisory Facility Trust Fund,CH,Switzerland,Swiss State Secretariat for Economic Affairs (SECO),2000,$6255291.07,$0.00,$6255291.07,LCLS
09/12/2012,PPIAF,TF023361,Public-Private Infrastructure Advisory Facility Trust Fund,NO,Norway,Norwegian Agency for Development Cooperation (NORAD),2000,$749975.00,$25.00,$750000.00,LCLS
09/12/2012,PPIAF,TF023361,Public-Private Infrastructure Advisory Facility Trust Fund,NO,Norway,Norway - Ministry of Foreign Affairs,2000,$1300000.00,$0.00,$1300000.00,LCLS
09/12/2012,BHTF,TF024070,RECONSTRUCTION OF BOSNIA & HERZEGOVINA I,IT,Italy,Italy - Ministry of Foreign Affairs,2000,$21054031.13,$0.00,$21054031.13,LCLS
09/12/2012,BHTF,TF024080,RECONSTRUCTION OF BOSNIA & HERZEGOVINA II,IT,Italy,Italy - Ministry of Foreign Affairs,2000,$15787396.39,$0.00,$15787396.39,LCLS
09/12/2012,BHTF,TFM20873,RECONSTRUCTION PROGRAM PREPARATION (BANK EX.),NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$6860000.00,$0.00,$6860000.00,LCLS
09/12/2012,BHTF,TFM20874,RECONSTRUCTION PROGRAM PREPARATION (RECIPIENT EX.),NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$35640000.00,$0.00,$35640000.00,LCLS
09/12/2012,MISC,TFM20870,RECONSTRUCTION PROGRAM PROJECT,CA,Canada,Canadian International Development  Agency (CIDA),2000,$2033140.19,$0.00,$2033140.19,LCLS
09/12/2012,MISC,TFM24315,RECOVERY & REHAB. PROG. FOR ERITREA/RRPE,SE,Sweden,Swedish International Development Cooperation Agency (SIDA),2000,$1775988.63,$0.00,$1775988.63,LCLS
09/12/2012,MISC,TFM24245,RECOVERY & REHAB. PROGRAM FOR ERITREA,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$3760583.56,$0.00,$3760583.56,LCLS
09/12/2012,MISC,TFM26895,RECOVERY AND REHABILITATION PROGRAM,AU,Australia,Australian Agency for International Development (AusAID),2000,$786601.15,$0.00,$786601.15,LCLS
09/12/2012,MISC,TFM22230,RED SEA/GULF OF ADEN - GEOLOGICAL SURVEY,CA,Canada,Canadian International Development  Agency (CIDA),2000,$219472.07,$0.00,$219472.07,LCLS
09/12/2012,MISC,TFM24815,REFORM OF SECONDARY EDUCATION PROJECT,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$2311263.38,$0.00,$2311263.38,LCLS
09/12/2012,MISC,TFM21845,REFORMS IN THE BOLIVIAN PENSION SYSTEM,US,United States,United States Agency for International Development (USAID),2000,$2203529.69,$0.00,$2203529.69,LCLS
09/12/2012,MISC,TF021630,REFUGEE SETTLEMENT PROJ. AT FURJANO - 1,X3,International and Intergovernmental Organizations,,2000,$437340.38,$0.00,$437340.38,LCLS
09/12/2012,MISC,TFM21776,REG CONFERENCE ON CULTURE,NO,Norway,Norway - Ministry of Foreign Affairs,2000,$25508.58,$0.00,$25508.58,LCLS
09/12/2012,MISC,TFM21775,REG WID LEGAL STUDY AND ENV. STUDY,NO,Norway,Norway - Ministry of Foreign Affairs,2000,$127542.89,$0.00,$127542.89,LCLS
09/12/2012,MISC,TFM21635,REG. SEC. PUBL. EXP. ISS. EXPERT(HARARE),NO,Norway,Norway - Ministry of Foreign Affairs,2000,$930149.51,$0.00,$930149.51,LCLS
09/12/2012,REIMB,TF023655,REG. SECONDMENT AGR. EXPERT (AF5AG),NO,Norway,Norway - Ministry of Foreign Affairs,2000,$382628.66,$0.00,$382628.66,LCLS
09/12/2012,MISC,TFM28184,REG. SECONDMENT ANTHROPOLOGIST (ASTHR),NO,Norway,Norway - Ministry of Foreign Affairs,2000,$133157.47,$0.00,$133157.47,LCLS
09/12/2012,MISC,TFM20005,REG. SECONDMENT ENV. ECONOMIST (AFTES),NO,Norway,Norway - Ministry of Foreign Affairs,2000,$448117.21,$0.00,$448117.21,LCLS
09/12/2012,MISC,TFM22405,REG. SECONDMENT HUMAN RESOURCES SPECIALIST,NO,Norway,Norway - Ministry of Foreign Affairs,2000,$363130.54,$0.00,$363130.54,LCLS
09/12/2012,MISC,TFM20970,REG. SECONDMENT STATISTICIAN (AFTHR),NO,Norway,Norway - Ministry of Foreign Affairs,2000,$520849.82,$0.00,$520849.82,LCLS
09/12/2012,MISC,TF023470,REGIONAL PROGR. ON ENTERPRISE DEV./RPED,CA,Canada,Canadian International Development  Agency (CIDA),2000,$867728.09,$0.00,$867728.09,LCLS
09/12/2012,MISC,TF023470,REGIONAL PROGR. ON ENTERPRISE DEV./RPED,CH,Switzerland,Swiss Agency for Development and Cooperation (SDC),2000,$354303.70,$0.00,$354303.70,LCLS
09/12/2012,MISC,TF023470,REGIONAL PROGR. ON ENTERPRISE DEV./RPED,DE,Germany,Federal Republic of Germany,2000,$125286.37,$0.00,$125286.37,LCLS
09/12/2012,MISC,TF023470,REGIONAL PROGR. ON ENTERPRISE DEV./RPED,DK,Denmark,Danish Ministry of Foreign Affairs (DANIDA),2000,$450000.00,$0.00,$450000.00,LCLS
09/12/2012,MISC,TF023470,REGIONAL PROGR. ON ENTERPRISE DEV./RPED,GB,United Kingdom,United Kingdom - Department for International Development (DFID),2000,$785331.20,$0.00,$785331.20,LCLS
09/12/2012,MISC,TF023470,REGIONAL PROGR. ON ENTERPRISE DEV./RPED,NO,Norway,Norway - Ministry of Foreign Affairs,2000,$1267395.45,$0.00,$1267395.45,LCLS
09/12/2012,MISC,TF023470,REGIONAL PROGR. ON ENTERPRISE DEV./RPED,SE,Sweden,Swedish International Development Cooperation Agency (SIDA),2000,$1604612.08,$0.00,$1604612.08,LCLS
09/12/2012,MISC,TF023470,REGIONAL PROGR. ON ENTERPRISE DEV./RPED,X1,Private Non Profit Entities,,2000,$14000.00,$0.00,$14000.00,LCLS
09/12/2012,MISC,TF023470,REGIONAL PROGR. ON ENTERPRISE DEV./RPED,X1,Private Non Profit Entities,,2000,$150000.00,$0.00,$150000.00,LCLS
09/12/2012,WSP,TFM23205,REGIONAL PROJECT OFFICER,DK,Denmark,Danish Ministry of Foreign Affairs (DANIDA),2000,$600000.00,$0.00,$600000.00,LCLS
09/12/2012,WSP,TFM20382,REGIONAL RURAL WS SPECIALIST (INDONESIA),AU,Australia,Australian Agency for International Development (AusAID),2000,$722408.45,$0.00,$722408.45,LCLS
09/12/2012,MISC,TFM28033,REGIONAL SAFE MOTHERHOOD CONF.,X4,Other Entities,,2000,$195134.08,$0.00,$195134.08,LCLS
09/12/2012,WBI,TFM21494,REGIONAL TRAINING OF TRAINERS WORKSHOP,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$50640.96,$0.00,$50640.96,LCLS
09/12/2012,MISC,TFM22725,REGIONAL TRANSPORT INTEGRATION UNIT,FR,France,"France - Ministry of Economy, Finance and Industry",2000,$107140.20,$0.00,$107140.20,LCLS
09/12/2012,WSP,TFM21637,REGIONAL URBAN AND WS SPECIALIST (ASIA REGIONAL),AU,Australia,Australian Agency for International Development (AusAID),2000,$250000.00,$0.00,$250000.00,LCLS
09/12/2012,MISC,TFM20793,REHABILITATION CREDIT,AR,Argentina,ARGENTINA-ARGENTINE REPUBLIC,2000,$1000000.00,$0.00,$1000000.00,LCLS
09/12/2012,MISC,TFM20346,REHABILITATION CREDIT,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$2350364.72,$0.00,$2350364.72,LCLS
09/12/2012,MISC,TFM20342,REHABILITATION CREDIT,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$3760583.56,$0.00,$3760583.56,LCLS
09/12/2012,MISC,TFM20232,REHABILITATION LOAN,CA,Canada,Canadian International Development  Agency (CIDA),2000,$10000000.00,$0.00,$10000000.00,LCLS
09/12/2012,MISC,TFM26175,REHABILITATION LOAN,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$7051094.16,$0.00,$7051094.16,LCLS
09/12/2012,MISC,TFM20610,REHABILITATION PROGRAM,IT,Italy,Italy - Ministry of Foreign Affairs,2000,$16049999.97,$0.00,$16049999.97,LCLS
09/12/2012,MISC,TFM20347,REHABILITATION PROJECT,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$2350364.72,$0.00,$2350364.72,LCLS
09/12/2012,REIMB,TF028074,REIMBURSABLE LOAN AGREEMENT - J. HERBERT,U1,UNITED NATIONS DEVELOPMENT PROGRAMME,UN-UNITED NATIONS DEVELOPMENT PROGRAMME (UNDP),2000,$502586.00,$0.00,$502586.00,LCLS
09/12/2012,MISC,TFM24745,REIMBURSABLE LOAN AGREEMENT - MR. MINHAS,US,United States,United States Agency for International Development (USAID),2000,$765084.00,$0.00,$765084.00,LCLS
09/12/2012,REIMB,TF026325,REIMBURSABLE LOAN AGREEMENT- PETER HALL,X3,International and Intergovernmental Organizations,,2000,$805134.57,$0.00,$805134.57,LCLS
09/12/2012,REIMB,TF028173,REIMBURSABLE LOAN ARRANGEMENT,U1,UNITED NATIONS DEVELOPMENT PROGRAMME,UN-UNITED NATIONS DEVELOPMENT PROGRAMME (UNDP),2000,$513240.07,$0.00,$513240.07,LCLS
09/12/2012,REIMB,TF028186,REIMBURSABLE LOAN ARRANGEMENT-MS. C. LEE,U1,UNITED NATIONS DEVELOPMENT PROGRAMME,UN-UNITED NATIONS DEVELOPMENT PROGRAMME (UNDP),2000,$659787.40,$0.00,$659787.40,LCLS
09/12/2012,IFC,TFM23460,RENEWABLE ENERGY AND ENERGY EFFICIENCY FUND,X4,Other Entities,,2000,$264154.76,$0.00,$264154.76,LCLS
09/12/2012,MISC,TFM22892,RENEWABLE ENERGY SUPPORT - WB/GEF STRATEGIC PARTNERSHIP DEV. (USAID),US,United States,United States Agency for International Development (USAID),2000,$484050.00,$0.00,$484050.00,LCLS
09/12/2012,MISC,TFM20964,RENEWABLE RESOURCE & REGIONAL DEVELOPMENT,AT,Austria,Austria - Federal Chancellery,2000,$250000.00,$0.00,$250000.00,LCLS
09/12/2012,MISC,TFM20963,RENEWABLE RESOURCE & REGIONAL DEVELOPMENT PROJECT,AT,Austria,"Austria Ministry for Agriculture and Forestry, the Environment and",2000,$147902.43,$0.00,$147902.43,LCLS
09/12/2012,MISC,TFM23354,REPUBLIC OF GHANA -- SECOND ECONOMIC REFORM SUPPORT OPERATIO,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$13746817.86,$0.00,$13746817.86,LCLS
09/12/2012,MISC,TFM28097,RESEARCH ON ROCKFELLER FOUNDATION'S CONTRIBUTION TO INDIAN AGRICULTURAL DEVELOPMENT,X1,Private Non Profit Entities,,2000,$1069.76,$0.00,$1069.76,LCLS
09/12/2012,MISC,TFM28166,RESEARCH ON ROLE OF EXPORT CATALYSTS,US,United States,United States Agency for International Development (USAID),2000,$90160.00,$0.00,$90160.00,LCLS
09/12/2012,ESMAP,TFM23255,RESEARCH PROJECT ON ESMAP,GB,United Kingdom,United Kingdom - Department for International Development (DFID),2000,$222166.00,$0.00,$222166.00,LCLS
09/12/2012,MISC,TFM28026,RESOURCE MOBIL. SECONDMENT: STORENG,NO,Norway,Norway - Ministry of Foreign Affairs,2000,$40322.52,$0.00,$40322.52,LCLS
09/12/2012,MISC,TFM23180,RESTRUCT. STUDY FOR EAST AFR. DEV. BANK,NO,Norway,Norway - Ministry of Foreign Affairs,2000,$118614.88,$0.00,$118614.88,LCLS
09/12/2012,IFC,TFM20166,RESTRUCTURING OF STATE OWNED ENTERPRISES,GB,United Kingdom,United Kingdom - Department for International Development (DFID),2000,$249945.85,$0.00,$249945.85,LCLS
09/12/2012,MISC,TFM26030,RESTRUCTURING STUDY OF THE EADB,CH,Switzerland,Swiss Agency for Development and Cooperation (SDC),2000,$211967.09,$0.00,$211967.09,LCLS
09/12/2012,MISC,TFM23287,REVIEW OF POLICIES IN THE TRADITIONAL ENERGY SECTOR (RPTES),NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$69.24,$0.00,$69.24,LCLS
09/12/2012,DS,TF020509,RWANDA MULTILATERAL DEBT TRUST FUND,X4,Other Entities,,2000,$32464761.32,$0.00,$32464761.32,LCLS
09/12/2012,MISC,TFM23286,REVIEW OF PSP IN ENERGY SEC IN SSA (RPTES 2),NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$574993.23,$0.00,$574993.23,LCLS
09/12/2012,MISC,TFM23285,REVIEW OF PSP IN ENERGY SEC. IN SSA,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$944658.59,$0.00,$944658.59,LCLS
09/12/2012,MISC,TFM26115,REVISION INDO-MALAYAN PROTECTED AREAS,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$444016.80,$0.00,$444016.80,LCLS
09/12/2012,SSATP,TFM23186,ROAD MAINTENANCE INITIATIVE,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$376058.35,$0.00,$376058.35,LCLS
09/12/2012,MISC,TFM23900,ROAD RECONSTRUCTION PROJECT,US,United States,United States Agency for International Development (USAID),2000,$5600000.00,$0.00,$5600000.00,LCLS
09/12/2012,MCNA,TF020360,Robert S. McNamara Fellowships,X1,Private Non Profit Entities,,2000,$2801000.00,$0.00,$2801000.00,ACTN
09/12/2012,MISC,TFM23555,ROC 1 / ASSIGNMENT OF MR. CHATELIN,FR,France,"France - Ministry of Economy, Finance and Industry",2000,$697152.32,$0.00,$697152.32,LCLS
09/12/2012,MISC,TFM28105,ROCKEFELLER FOUNDATION GRANT FOR DAE,X1,Private Non Profit Entities,,2000,$40000.00,$0.00,$40000.00,LCLS
09/12/2012,WBI,TFM21772,ROLE OF PARLIMENTS IN CURBING CORRUPTION IN AFRICA,GB,United Kingdom,United Kingdom - Department for International Development (DFID),2000,$77822.27,$0.00,$77822.27,LCLS
09/12/2012,SSATP,TFM20924,RTTP - SPECIALISTS' SUPPORT,GB,United Kingdom,United Kingdom - Department for International Development (DFID),2000,$1042176.57,$0.00,$1042176.57,LCLS
09/12/2012,MISC,TFM20937,RURAL FINANCE PROJECT,CH,Switzerland,Swiss Agency for Development and Cooperation (SDC),2000,$552000.00,$0.00,$552000.00,LCLS
09/12/2012,MISC,TFM20540,RURAL LAND TENURE,US,United States,United States Agency for International Development (USAID),2000,$294394.00,$0.00,$294394.00,LCLS
09/12/2012,MISC,TFM26135,RURAL POVERTY ALEVIATION PILOT PROJECT,IT,Italy,Italy - Ministry of Foreign Affairs,2000,$2352802.77,$0.00,$2352802.77,LCLS
09/12/2012,MISC,TFM20279,RURAL POVERTY ALLEVIATION PILOT PROJECT,CH,Switzerland,Swiss Agency for Development and Cooperation (SDC),2000,$2721292.02,$0.00,$2721292.02,LCLS
09/12/2012,MISC,TFM24825,RURAL RESTRUCTURING PROGRAM IN S. AFRICA,DK,Denmark,Danish Ministry of Foreign Affairs (DANIDA),2000,$743250.00,$0.00,$743250.00,LCLS
09/12/2012,WSP,TFM28094,RURAL ROADS DESIGN,DK,Denmark,Danish Ministry of Foreign Affairs (DANIDA),2000,$33777.84,$0.00,$33777.84,LCLS
09/12/2012,VN-FS,TFM23656,RURAL TRANSPORT PROJECT II,GB,United Kingdom,United Kingdom - Department for International Development (DFID),2000,$34701061.56,$0.00,$34701061.56,LCLS
09/12/2012,WSP,TFM20381,RURAL W & S POLICY FORMULATION & ACTION PLANNING PROJECT,AU,Australia,Australian Agency for International Development (AusAID),2000,$4461829.19,$0.00,$4461829.19,LCLS
